76089	0
76428	0
76443	0
77359	0
76278	0
76247	0
76282	0
76198	0
77282	0
76335	0
76332	0
76538	0
76351	0
76199	0
76327	0
76179	0
76546	0
77265	0
77372	0
76298	0
76262	0
76476	0
76414	0
77398	0
75918	0
76533	0
76308	0
76193	0
76364	0
76187	0
75957	0
76142	0
76521	0
77251	0
75958	0
76542	0
77804	0
75421	0
77349	0
77314	0
76463	0
76204	0
76293	0
76260	0
76052	0
76205	0
77324	0
103242	1
102955	1
103077	1
101577	1
103447	1
103210	1
103353	1
103764	1
103151	1
102842	1
101664	1
103111	1
101646	1
102833	1
102869	1
101647	1
101678	1
103382	1
103385	1
102859	1
103371	1
103232	1
103437	1
103054	1
103661	1
103409	1
102983	1
102795	1
102768	1
102757	1
102993	1
102967	1
103026	1
103043	1
103335	1
103756	1
101666	1
103196	1
102878	1
103704	1
101618	1
102898	1
103178	1
102896	1
103773	1
101595	1
103435	1
103230	1
103459	1
51634	2
52248	2
51496	2
51834	2
50519	2
52100	2
52136	2
52198	2
50452	2
51982	2
51502	2
51534	2
52123	2
52265	2
52262	2
50550	2
52200	2
51818	2
52290	2
51687	2
52005	2
50551	2
51606	2
52077	2
51697	2
51652	2
52211	2
52229	2
52216	2
50525	2
52071	2
52441	2
50540	2
52161	2
52168	2
52167	2
52308	2
51959	2
52145	2
51734	2
51795	2
51640	2
51685	2
52054	2
52406	2
52233	2
51814	2
51878	2
104607	3
104637	3
104862	3
104891	3
104469	3
102689	3
104919	3
104546	3
104973	3
104345	3
104775	3
104761	3
104969	3
104509	3
104369	3
104350	3
99971	3
105086	3
104840	3
102724	3
104877	3
104426	3
104613	3
104431	3
104603	3
104651	3
102683	3
102670	3
104325	3
104777	3
104589	3
102612	3
104723	3
104771	3
104747	3
104946	3
105048	3
105079	3
104930	3
104796	3
104965	3
105049	3
104593	3
104338	3
104931	3
102720	3
104845	3
102726	3
104811	7
9464	4
10804	4
9866	4
9802	4
10833	4
10173	4
10941	4
9581	4
10740	4
9983	4
9143	4
9737	4
9708	4
10157	4
10166	4
10908	4
9990	4
9592	4
10012	4
9628	4
9688	4
10620	4
10831	4
10663	4
10637	4
9451	4
10662	4
9808	4
10058	4
10609	4
9468	4
9170	4
9513	4
9927	4
9929	4
10146	4
9176	4
10178	4
9138	4
10767	4
9562	4
9591	4
9703	4
9951	4
9507	4
9676	4
9473	4
10019	4
10822	4
53792	5
54749	5
53531	5
54117	5
54542	11
53966	5
53968	5
54712	5
54009	5
52599	5
53871	5
54039	5
54041	5
54220	5
53691	5
54071	5
54221	5
54159	5
53944	5
52664	5
54307	5
53921	5
54556	5
53973	5
53547	5
53952	5
54513	5
53550	5
53753	5
53559	5
53954	5
53881	5
53680	5
52560	5
53874	5
53811	5
54201	5
54011	5
53650	5
54029	5
53867	5
53694	5
54043	5
52669	5
53748	5
53940	5
54750	5
52666	5
53521	5
178941	6
178384	6
179039	6
178431	6
178498	6
178892	6
178452	6
177008	6
178611	6
178736	6
178319	6
178774	6
176885	6
176871	6
178781	6
178514	6
178721	6
176935	6
177021	6
178432	6
176956	6
176969	6
178608	6
177016	6
178612	6
178876	6
178885	6
178646	6
178848	6
178410	6
178536	6
179080	6
176865	6
178302	6
178361	6
178769	6
176852	6
178760	6
104654	7
104460	7
104652	7
102616	7
104718	7
105066	7
103168	7
103132	7
105069	7
105230	7
105206	7
103127	7
103187	7
104335	7
103172	7
104530	7
105563	7
104420	7
104429	7
104676	7
105155	7
104692	7
104666	7
104893	7
104293	7
104693	7
104605	7
104439	7
104545	7
105250	7
104544	7
104383	7
104379	7
104341	7
104557	7
104330	7
104354	7
103176	7
105210	7
104307	7
104300	7
103125	7
105219	7
105160	7
104628	7
104643	7
104681	7
104478	7
67108	8
67334	8
67358	8
67100	8
67552	8
68115	8
66429	8
66966	8
67029	8
67246	8
68003	8
68231	8
67284	8
67045	8
67255	8
68016	8
67405	8
68248	8
66891	8
68108	8
67326	8
67548	8
67320	8
67363	8
68313	8
67194	8
67568	8
67161	8
66875	8
67013	8
68251	8
68000	8
67280	8
68243	8
67202	8
67438	8
67436	8
67052	8
66913	8
66922	8
67000	8
68227	8
67126	8
66868	8
67976	8
66895	8
68159	8
67348	8
66431	8
38298	9
38433	9
38434	9
38600	9
38255	9
38808	9
38654	9
38380	9
38522	9
38525	9
38373	9
38318	9
39033	9
39002	9
38786	9
39068	9
38919	9
38745	9
38902	9
38732	9
38704	9
38956	9
38486	9
38475	9
38426	9
38284	9
38246	9
38241	9
38232	9
38634	9
38261	9
38695	9
38785	9
38748	9
38527	9
38378	9
39054	9
38362	9
38931	9
39046	9
38330	9
38796	9
39644	9
39012	9
38245	9
38244	9
38275	9
39737	9
60771	10
61030	10
61097	10
60946	10
58926	10
60971	10
60712	10
60205	10
61116	10
60869	10
60274	10
60227	10
60229	10
60217	10
60817	10
60965	10
58968	10
61013	10
58902	10
60796	10
60791	10
60939	10
58912	10
58923	10
60514	10
58977	10
60524	10
60140	10
60381	10
61061	10
58835	10
60451	10
60655	10
60897	10
60255	10
60899	10
60852	10
60283	10
60813	10
60271	10
60935	10
60966	10
60733	10
60392	10
60968	10
60154	10
60795	10
